# This Data Feed provides certain approximate geofeed data from a subset
# of Meta sources. The data included in this Data Feed may be used only
# for content delivery network services to improve service and
# performance for the benefit of Meta users. Additionally, your access
# and use of this Data Feed must comply with all applicable laws, rules,
# and regulations. You may not access or use this Data Feed if you are
# prohibited from receiving products, services, or software under
# applicable law. Meta reserves all rights not expressly granted to you.
# Meta may change, withdraw, terminate availability to, testing of
# and/or use of, or discontinue the Data Feed (or any portion thereof)
# at any time and in our sole discretion, with or without notice to you.
# 
# THE DATA FEED IS PROVIDED “AS IS” AND “AS AVAILABLE”. META MAKES NO
# GUARANTEES THAT THE DATA FEED WILL BE ERROR-FREE. TO THE EXTENT
# PERMITTED BY LAW, META DISCLAIMS ALL WARRANTIES, WHETHER EXPRESS OR
# IMPLIED, INCLUDING THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS
# FOR A PARTICULAR PURPOSE, TITLE, AND NON-INFRINGEMENT.
# 
# META’S LIABILITY IS LIMITED TO THE FULLEST EXTENT PERMITTED BY
# APPLICABLE LAW, AND UNDER NO CIRCUMSTANCE WILL META OR ITS AFFILIATES
# BE LIABLE FOR ANY LOST PROFITS, REVENUES, INFORMATION, OR DATA, OR
# CONSEQUENTIAL, SPECIAL, INDIRECT, EXEMPLARY, PUNITIVE, OR INCIDENTAL
# DAMAGES ARISING OUT OF OR RELATED TO THE DATA FEED, EVEN IF META HAS
# BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. META’S AGGREGATE
# LIABILITY ARISING OUT OF OR RELATING TO THE DATA FEED WILL NOT EXCEED
# $100. THESE LIMITATIONS WILL APPLY NOTWITHSTANDING THE FAILURE OF THE
# ESSENTIAL PURPOSE OF ANY REMEDY.
# 
# Meta reserves the right to amend these Terms at any time. Your
# continued use of or access to the Data Feed after any such amendment
# will constitute your binding agreement to these terms as amended. If
# Meta fails to enforce any of these Terms, it will not be considered a
# waiver.
# 
# These Terms will be governed and construed under the laws of the State
# of California without regard to conflicts of law provisions. Any suit
# or proceeding arising out of or relating to these terms will be
# brought in the federal and/or state courts, as applicable, in San
# Mateo County, California, and each party irrevocably submits to the
# jurisdiction and venue of such courts.
# 
# Publication date: Fri Oct 17 2025
2a03:2880:f377::/48,GB,,London,
163.70.151.0/24,GB,,London,
2a03:2880:f0a5::/48,GB,,London,
2a03:2880:f189::/48,GB,,London,
2a03:2880:f289::/48,GB,,London,
57.144.240.0/23,GB,,London,
2a03:2880:f378::/48,GB,,London,
157.240.214.0/24,GB,,London,
2a03:2880:f258::/48,GB,,London,
2a03:2880:f058::/48,GB,,London,
2a03:2880:f158::/48,GB,,London,
57.141.10.0/24,GB,,London,
57.141.11.0/24,GB,,London,
2a03:2880:f80a::/48,GB,,London,
2a03:2880:f80b::/48,GB,,London,
157.240.197.0/24,PE,,Lima,
2a03:2880:f143::/48,PE,,Lima,
2a03:2880:f043::/48,PE,,Lima,
2a03:2880:f243::/48,PE,,Lima,
157.240.212.0/24,PT,PT-11,Lisbon,
2a03:2880:f252::/48,PT,PT-11,Lisbon,
2a03:2880:f152::/48,PT,PT-11,Lisbon,
2a03:2880:f052::/48,PT,PT-11,Lisbon,
31.13.115.0/24,SE,,Lulea,
2a03:2880:30ff::/48,SE,,Lulea,
102.132.101.0/24,NG,,Lagos,
2a03:2880:f038::/48,NG,,Lagos,
2a03:2880:f138::/48,NG,,Lagos,
2a03:2880:f238::/48,NG,,Lagos,
157.240.23.0/24,IN,IN-TN,Chennai,
2a03:2880:f037::/48,IN,IN-TN,Chennai,
2a03:2880:f137::/48,IN,IN-TN,Chennai,
2a03:2880:f237::/48,IN,IN-TN,Chennai,
157.240.192.0/24,IN,IN-TN,Chennai,
57.144.208.0/23,IN,IN-TN,Chennai,
2a03:2880:f368::/48,IN,IN-TN,Chennai,
57.144.210.0/23,IN,IN-TN,Chennai,
2a03:2880:f369::/48,IN,IN-TN,Chennai,
57.144.212.0/23,IN,IN-TN,Chennai,
2a03:2880:f36a::/48,IN,IN-TN,Chennai,
57.144.214.0/23,IN,IN-TN,Chennai,
2a03:2880:f36b::/48,IN,IN-TN,Chennai,
31.13.83.0/24,ES,,Madrid,
2a03:2880:f004::/48,ES,,Madrid,
2a03:2880:f104::/48,ES,,Madrid,
2a03:2880:f204::/48,ES,,Madrid,
157.240.5.0/24,ES,,Madrid,
2a03:2880:f085::/48,ES,,Madrid,
2a03:2880:f178::/48,ES,,Madrid,
2a03:2880:f278::/48,ES,,Madrid,
173.252.99.0/24,US,US-AL,Montgomery,
2a03:2880:61ff::/48,US,US-AL,Montgomery,
157.240.225.0/24,GB,,Manchester,
2a03:2880:f06a::/48,GB,,Manchester,
2a03:2880:f166::/48,GB,,Manchester,
2a03:2880:f266::/48,GB,,Manchester,
69.171.236.0/24,US,US-AZ,Mesa,
2a03:2880:6ff::/48,US,US-AZ,Mesa,
57.144.138.0/23,KE,,Mritini Mombasa,
2a03:2880:f345::/48,KE,,Mritini Mombasa,
69.171.243.0/24,US,US-AL,Huntsville,
2a03:2880:1cff::/48,US,US-AL,Huntsville,
157.240.227.0/24,OM,,Barka,
2a03:2880:f167::/48,OM,,Barka,
2a03:2880:f267::/48,OM,,Barka,
2a03:2880:f06b::/48,OM,,Barka,
57.144.148.0/23,OM,,Barka,
2a03:2880:f34a::/48,OM,,Barka,
57.144.22.0/23,US,US-FL,Miami,
2a03:2880:f332::/48,US,US-FL,Miami,
157.240.14.0/24,US,US-FL,Miami,
2a03:2880:f02c::/48,US,US-FL,Miami,
2a03:2880:f12c::/48,US,US-FL,Miami,
2a03:2880:f22c::/48,US,US-FL,Miami,
57.144.162.0/23,US,US-FL,Miami,
2a03:2880:f351::/48,US,US-FL,Miami,
57.144.196.0/23,US,US-FL,Miami,
2a03:2880:f362::/48,US,US-FL,Miami,
57.144.198.0/23,US,US-FL,Miami,
2a03:2880:f363::/48,US,US-FL,Miami,
163.70.131.0/24,PH,,Manila,
2a03:2880:f097::/48,PH,,Manila,
2a03:2880:f17e::/48,PH,,Manila,
2a03:2880:f27e::/48,PH,,Manila,
163.70.130.0/24,PH,,Manila,
57.144.182.0/23,PH,,Manila,
2a03:2880:f35b::/48,PH,,Manila,
57.144.184.0/23,PH,,Manila,
2a03:2880:f35c::/48,PH,,Manila,
57.144.228.0/23,PH,,Manila,
2a03:2880:f372::/48,PH,,Manila,
157.240.195.0/24,FR,,Marseille,
2a03:2880:f042::/48,FR,,Marseille,
2a03:2880:f142::/48,FR,,Marseille,
2a03:2880:f242::/48,FR,,Marseille,
157.240.196.0/24,FR,,Marseille,
57.144.120.0/23,FR,,Marseille,
2a03:2880:f33c::/48,FR,,Marseille,
157.240.26.0/24,US,US-MN,Minneapolis,
2a03:2880:f03a::/48,US,US-MN,Minneapolis,
2a03:2880:f13a::/48,US,US-MN,Minneapolis,
2a03:2880:f23a::/48,US,US-MN,Minneapolis,
157.240.244.0/24,MX,,Apodaca,
2a03:2880:f271::/48,MX,,Apodaca,
2a03:2880:f171::/48,MX,,Apodaca,
2a03:2880:f07d::/48,MX,,Apodaca,
157.240.223.0/24,DE,DE-BY,Munich,
2a03:2880:f057::/48,DE,DE-BY,Munich,
2a03:2880:f157::/48,DE,DE-BY,Munich,
2a03:2880:f257::/48,DE,DE-BY,Munich,
173.252.97.0/24,US,US-GA,Social Circle,
2a03:2880:29ff::/48,US,US-GA,Social Circle,
31.13.86.0/24,IT,,Milan,
2a03:2880:f008::/48,IT,,Milan,
2a03:2880:f108::/48,IT,,Milan,
2a03:2880:f208::/48,IT,,Milan,
157.240.203.0/24,IT,,Milan,
2a03:2880:f26d::/48,IT,,Milan,
2a03:2880:f16d::/48,IT,,Milan,
2a03:2880:f074::/48,IT,,Milan,
173.252.111.0/24,US,US-OH,New Albany,
2a03:2880:23ff::/48,US,US-OH,New Albany,
69.63.184.0/24,US,US-GA,Social Circle,
2a03:2880:24ff::/48,US,US-GA,Social Circle,
69.63.189.0/24,US,US-AL,Huntsville,
2a03:2880:25ff::/48,US,US-AL,Huntsville,
173.252.112.0/24,US,US-OH,New Albany,
2a03:2880:7eff::/48,US,US-OH,New Albany,
31.13.82.0/24,JP,,Tokyo,
2a03:2880:f00f::/48,JP,,Tokyo,
2a03:2880:f10f::/48,JP,,Tokyo,
2a03:2880:f20f::/48,JP,,Tokyo,
157.240.31.0/24,JP,,Tokyo,
31.13.103.0/24,DK,,Odense,
2a03:2880:32ff::/48,DK,,Odense,
57.144.204.0/23,US,US-IL,Chicago,
2a03:2880:f366::/48,US,US-IL,Chicago,
157.240.254.0/24,US,US-IL,Chicago,
2a03:2880:f082::/48,US,US-IL,Chicago,
2a03:2880:f175::/48,US,US-IL,Chicago,
2a03:2880:f275::/48,US,US-IL,Chicago,
57.141.5.0/24,US,US-IL,Chicago,
57.141.4.0/24,US,US-IL,Chicago,
2a03:2880:f804::/48,US,US-IL,Chicago,
2a03:2880:f805::/48,US,US-IL,Chicago,
57.144.174.0/23,US,US-IL,Chicago,
2a03:2880:f357::/48,US,US-IL,Chicago,
185.60.218.0/24,RO,,Bucharest,
2a03:2880:f023::/48,RO,,Bucharest,
2a03:2880:f123::/48,RO,,Bucharest,
2a03:2880:f223::/48,RO,,Bucharest,
173.252.68.0/24,US,US-IA,Altoona,
2a03:2880:14ff::/48,US,US-IA,Altoona,
57.144.134.0/23,US,US-AZ,Tempe,
2a03:2880:f343::/48,US,US-AZ,Tempe,
31.13.69.0/24,IT,,Palermo,
2a03:2880:f060::/48,IT,,Palermo,
2a03:2880:f160::/48,IT,,Palermo,
2a03:2880:f260::/48,IT,,Palermo,
173.252.83.0/24,US,US-NE,Springfield,
2a03:2880:13ff::/48,US,US-NE,Springfield,
157.240.237.0/24,IN,IN-MH,Mumbai,
2a03:2880:f076::/48,IN,IN-MH,Mumbai,
2a03:2880:f26e::/48,IN,IN-MH,Mumbai,
2a03:2880:f16e::/48,IN,IN-MH,Mumbai,
157.240.242.0/24,IN,IN-MH,Mumbai,
57.144.178.0/23,BR,BR-RS,Porto Alegre,
2a03:2880:f359::/48,BR,BR-RS,Porto Alegre,
157.240.30.0/24,CZ,,Prague,
2a03:2880:f13d::/48,CZ,,Prague,
2a03:2880:f03d::/48,CZ,,Prague,
2a03:2880:f23d::/48,CZ,,Prague,
66.220.149.0/24,US,US-OR,Prineville,
2a03:2880:ff::/48,US,US-OR,Prineville,
173.252.114.0/24,US,US-OH,New Albany,
2a03:2880:7cff::/48,US,US-OH,New Albany,
31.13.89.0/24,MX,,Santiago de Queretaro,
2a03:2880:f035::/48,MX,,Santiago de Queretaro,
2a03:2880:f135::/48,MX,,Santiago de Queretaro,
2a03:2880:f235::/48,MX,,Santiago de Queretaro,
157.240.25.0/24,MX,,Santiago de Queretaro,
57.144.130.0/23,MX,,Santiago de Queretaro,
2a03:2880:f341::/48,MX,,Santiago de Queretaro,
57.144.250.0/23,MX,,Santiago de Queretaro,
2a03:2880:f37d::/48,MX,,Santiago de Queretaro,
2a03:2880:34ff::/48,US,US-VA,Ashburn,
2a03:2880:57ff::/48,US,US-VA,Ashburn,
2a03:2880:67ff::/48,US,US-VA,Ashburn,
2a03:2880:58ff::/48,US,US-VA,Ashburn,
2a03:2880:79ff::/48,US,US-VA,Ashburn,
2a03:2880:33ff::/48,US,US-VA,Ashburn,
2a03:2880:59ff::/48,US,US-VA,Ashburn,
2a03:2880:2dff::/48,US,US-VA,Ashburn,
2a03:2880:2eff::/48,US,US-VA,Ashburn,
2a03:2880:50ff::/48,US,US-CA,Santa Clara,
2a03:2880:dff::/48,US,US-CA,Santa Clara,
173.252.117.0/24,US,US-CA,Santa Clara,
2a03:2880:fff::/48,US,US-CA,Santa Clara,
173.252.104.0/24,US,US-CA,Santa Clara,
2a03:2880:51ff::/48,US,US-CA,Santa Clara,
2a03:2880:74ff::/48,US,US-VA,Ashburn,
2a03:2880:71ff::/48,US,US-VA,Ashburn,
2a03:2880:76ff::/48,US,US-VA,Ashburn,
2a03:2880:77ff::/48,US,US-VA,Ashburn,
2a03:2880:7aff::/48,US,US-VA,Ashburn,
2a03:2880:7bff::/48,US,US-VA,Ashburn,
173.252.101.0/24,US,US-VA,Sandston,
2a03:2880:70ff::/48,US,US-VA,Sandston,
173.252.113.0/24,US,US-IN,Jeffersonville,
2a03:2880:62ff::/48,US,US-IN,Jeffersonville,
173.252.107.0/24,US,US-VA,Sandston,
2a03:2880:22ff::/48,US,US-VA,Sandston,
157.240.204.0/24,CL,,Huechuraba,
2a03:2880:f147::/48,CL,,Huechuraba,
2a03:2880:f047::/48,CL,,Huechuraba,
2a03:2880:f247::/48,CL,,Huechuraba,
57.144.246.0/23,CL,,Huechuraba,
2a03:2880:f37b::/48,CL,,Huechuraba,
173.252.105.0/24,US,US-UT,West Jordan,
2a03:2880:9ff::/48,US,US-UT,West Jordan,
157.240.3.0/24,US,US-WA,Seattle,
2a03:2880:f001::/48,US,US-WA,Seattle,
2a03:2880:f101::/48,US,US-WA,Seattle,
2a03:2880:f201::/48,US,US-WA,Seattle,
57.144.216.0/23,US,US-WA,Seattle,
2a03:2880:f36c::/48,US,US-WA,Seattle,
69.63.182.0/24,US,US-CA,San Francisco,
2a03:2880:1ff::/48,US,US-CA,San Francisco,
57.144.152.0/23,SG,,Singapore,
2a03:2880:f34c::/48,SG,,Singapore,
57.144.160.0/23,SG,,Singapore,
2a03:2880:f350::/48,SG,,Singapore,
57.144.186.0/23,SG,,Singapore,
2a03:2880:f35d::/48,SG,,Singapore,
57.144.14.0/23,SG,,Singapore,
2a03:2880:f331::/48,SG,,Singapore,
157.240.13.0/24,SG,,Singapore,
2a03:2880:f20c::/48,SG,,Singapore,
2a03:2880:f10c::/48,SG,,Singapore,
2a03:2880:f00c::/48,SG,,Singapore,
157.240.15.0/24,SG,,Singapore,
57.141.13.0/24,SG,,Singapore,
57.141.12.0/24,SG,,Singapore,
2a03:2880:f80c::/48,SG,,Singapore,
2a03:2880:f80d::/48,SG,,Singapore,
57.144.144.0/23,SG,,Singapore,
2a03:2880:f348::/48,SG,,Singapore,
57.144.150.0/23,SG,,Singapore,
2a03:2880:f34b::/48,SG,,Singapore,
157.240.22.0/24,US,US-CA,San Jose,
2a03:2880:f031::/48,US,US-CA,San Jose,
2a03:2880:f131::/48,US,US-CA,San Jose,
2a03:2880:f231::/48,US,US-CA,San Jose,
57.141.3.0/24,US,US-CA,San Jose,
57.141.2.0/24,US,US-CA,San Jose,
2a03:2880:f803::/48,US,US-CA,San Jose,
2a03:2880:f802::/48,US,US-CA,San Jose,
57.144.220.0/23,US,US-CA,San Jose,
2a03:2880:f36e::/48,US,US-CA,San Jose,
173.252.82.0/24,US,US-NE,Springfield,
2a03:2880:18ff::/48,US,US-NE,Springfield,
157.240.9.0/24,BG,,Sofia,
2a03:2880:f028::/48,BG,,Sofia,
2a03:2880:f128::/48,BG,,Sofia,
2a03:2880:f228::/48,BG,,Sofia,
157.240.234.0/24,BG,,Sofia,
2a03:2880:4ff::/48,US,US-CA,Santa Clara,
157.240.215.0/24,KR,,Seoul,
2a03:2880:f156::/48,KR,,Seoul,
2a03:2880:f256::/48,KR,,Seoul,
2a03:2880:f056::/48,KR,,Seoul,
157.240.8.0/24,AU,,Sydney,
2a03:2880:f019::/48,AU,,Sydney,
2a03:2880:f119::/48,AU,,Sydney,
2a03:2880:f219::/48,AU,,Sydney,
31.13.87.0/24,TW,,Taipei,
2a03:2880:f017::/48,TW,,Taipei,
2a03:2880:f117::/48,TW,,Taipei,
2a03:2880:f217::/48,TW,,Taipei,
173.252.109.0/24,US,US-TX,Temple,
2a03:2880:1dff::/48,US,US-TX,Temple,
69.171.229.0/24,US,US-UT,Eagle Mountain,
2a03:2880:eff::/48,US,US-UT,Eagle Mountain,
173.252.78.0/24,US,US-NM,Los Lunas,
2a03:2880:17ff::/48,US,US-NM,Los Lunas,
31.13.84.0/24,AT,,Vienna,
2a03:2880:f007::/48,AT,,Vienna,
2a03:2880:f107::/48,AT,,Vienna,
2a03:2880:f207::/48,AT,,Vienna,
173.252.79.0/24,US,US-NM,Los Lunas,
2a03:2880:12ff::/48,US,US-NM,Los Lunas,
57.144.110.0/23,PL,,Warsaw,
2a03:2880:f32e::/48,PL,,Warsaw,
57.144.112.0/23,PL,,Warsaw,
2a03:2880:f330::/48,PL,,Warsaw,
57.144.234.0/23,US,US-VA,Reston,
2a03:2880:f375::/48,US,US-VA,Reston,
57.144.232.0/23,US,US-VA,Reston,
2a03:2880:f374::/48,US,US-VA,Reston,
57.144.236.0/23,US,US-VA,Reston,
2a03:2880:f376::/48,US,US-VA,Reston,
57.144.190.0/23,US,US-CA,San Jose,
2a03:2880:f35f::/48,US,US-CA,San Jose,
31.13.80.0/24,CA,CA-ON,Toronto,
2a03:2880:f00e::/48,CA,CA-ON,Toronto,
2a03:2880:f10e::/48,CA,CA-ON,Toronto,
2a03:2880:f20e::/48,CA,CA-ON,Toronto,
173.252.102.0/24,US,US-VA,Sterling,
2a03:2880:2bff::/48,US,US-VA,Sterling,
69.171.228.0/24,US,US-AZ,Chandler,
2a03:2880:5ff::/48,US,US-AZ,Chandler,
173.252.74.0/24,US,US-IL,Aurora,
2a03:2880:1aff::/48,US,US-IL,Aurora,
173.252.75.0/24,US,US-TX,Garland,
2a03:2880:1bff::/48,US,US-TX,Garland,
173.252.71.0/24,US,US-TX,Houston,
2a03:2880:19ff::/48,US,US-TX,Houston,
157.240.17.0/24,CH,CH-ZH,Zurich,
2a03:2880:f05b::/48,CH,CH-ZH,Zurich,
2a03:2880:f25b::/48,CH,CH-ZH,Zurich,
2a03:2880:f15b::/48,CH,CH-ZH,Zurich,
